"","Difficulty","keyPostGameRating.keys","keyPostGameRating.rt","post_game_question","survey_planet","Block","Incentive","ExactAge","FlooredAge","AgeGroup","participant"
"727","Hard",2,0.1521,"How hard was this galaxy?","moon","Hard 10¢","10¢",19.4054794520548,19,"Adults",92
"728","Easy",2,0.1199,"How hard was this galaxy?","saturn","Easy 1¢","1¢",19.4054794520548,19,"Adults",92
"729","Easy",5,4.6145,"How hard did you try?","saturn","Easy 10¢","10¢",13.2,13,"Adolescents",93
"730","Hard",4,3.1223,"How hard did you try?","moon","Hard 1¢","1¢",13.2,13,"Adolescents",93
"731","Hard",5,3.1348,"How hard did you try?","moon","Hard 10¢","10¢",13.2,13,"Adolescents",93
"732","Easy",4,2.7777,"How hard did you try?","saturn","Easy 1¢","1¢",13.2,13,"Adolescents",93
"733","Easy",4,3.5445,"How hard was this galaxy?","saturn","Easy 10¢","10¢",13.2,13,"Adolescents",93
"734","Hard",4,2.4718,"How hard was this galaxy?","moon","Hard 1¢","1¢",13.2,13,"Adolescents",93
"735","Hard",4,2.7201,"How hard was this galaxy?","moon","Hard 10¢","10¢",13.2,13,"Adolescents",93
"736","Easy",4,2.6188,"How hard was this galaxy?","saturn","Easy 1¢","1¢",13.2,13,"Adolescents",93
"737","Hard",7,5.2686,"How hard did you try?","saturn","Hard 10¢","10¢",13.0465753424658,13,"Adolescents",94
"738","Easy",6,3.5164,"How hard did you try?","moon","Easy 1¢","1¢",13.0465753424658,13,"Adolescents",94
"739","Easy",7,2.6317,"How hard did you try?","moon","Easy 10¢","10¢",13.0465753424658,13,"Adolescents",94
"740","Hard",5,3.9557,"How hard did you try?","saturn","Hard 1¢","1¢",13.0465753424658,13,"Adolescents",94
"741","Hard",3,2.9462,"How hard was this galaxy?","saturn","Hard 10¢","10¢",13.0465753424658,13,"Adolescents",94
"742","Easy",2,1.908,"How hard was this galaxy?","moon","Easy 1¢","1¢",13.0465753424658,13,"Adolescents",94
"743","Easy",3,1.6701,"How hard was this galaxy?","moon","Easy 10¢","10¢",13.0465753424658,13,"Adolescents",94
"744","Hard",2,0.8733,"How hard was this galaxy?","saturn","Hard 1¢","1¢",13.0465753424658,13,"Adolescents",94
"745","Easy",5,4.089,"How hard did you try?","saturn","Easy 10¢","10¢",18.9424657534247,18,"Adults",95
"746","Hard",5,1.4064,"How hard did you try?","moon","Hard 1¢","1¢",18.9424657534247,18,"Adults",95
"747","Hard",5,0.6563,"How hard did you try?","moon","Hard 10¢","10¢",18.9424657534247,18,"Adults",95
"748","Easy",5,0.5135,"How hard did you try?","saturn","Easy 1¢","1¢",18.9424657534247,18,"Adults",95
"749","Easy",2,3.3325,"How hard was this galaxy?","saturn","Easy 10¢","10¢",18.9424657534247,18,"Adults",95
"750","Hard",2,0.4083,"How hard was this galaxy?","moon","Hard 1¢","1¢",18.9424657534247,18,"Adults",95
"751","Hard",2,0.2822,"How hard was this galaxy?","moon","Hard 10¢","10¢",18.9424657534247,18,"Adults",95
"752","Easy",2,0.3588,"How hard was this galaxy?","saturn","Easy 1¢","1¢",18.9424657534247,18,"Adults",95
"753","Hard",4,12.1121,"How hard did you try?","saturn","Hard 10¢","10¢",15.0246575342466,15,"Adolescents",96
"754","Easy",4,5.3593,"How hard did you try?","moon","Easy 1¢","1¢",15.0246575342466,15,"Adolescents",96
"755","Easy",4,4.0794,"How hard did you try?","moon","Easy 10¢","10¢",15.0246575342466,15,"Adolescents",96
"756","Hard",4,4.5977,"How hard did you try?","saturn","Hard 1¢","1¢",15.0246575342466,15,"Adolescents",96
"757","Hard",4,4.9169,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.0246575342466,15,"Adolescents",96
"758","Easy",4,3.6083,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.0246575342466,15,"Adolescents",96
"759","Easy",4,3.514,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.0246575342466,15,"Adolescents",96
"760","Hard",4,3.3926,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.0246575342466,15,"Adolescents",96
"761","Hard",4,6.9353,"How hard did you try?","saturn","Hard 10¢","10¢",14.2767123287671,14,"Adolescents",97
"762","Easy",3,1.5389,"How hard did you try?","moon","Easy 1¢","1¢",14.2767123287671,14,"Adolescents",97
"763","Easy",4,1.0494,"How hard did you try?","moon","Easy 10¢","10¢",14.2767123287671,14,"Adolescents",97
"764","Hard",2,2.8053,"How hard did you try?","saturn","Hard 1¢","1¢",14.2767123287671,14,"Adolescents",97
"765","Hard",2,2.2938,"How hard was this galaxy?","saturn","Hard 10¢","10¢",14.2767123287671,14,"Adolescents",97
"766","Easy",2,0.5109,"How hard was this galaxy?","moon","Easy 1¢","1¢",14.2767123287671,14,"Adolescents",97
"767","Easy",2,0.3887,"How hard was this galaxy?","moon","Easy 10¢","10¢",14.2767123287671,14,"Adolescents",97
"768","Hard",2,0.3214,"How hard was this galaxy?","saturn","Hard 1¢","1¢",14.2767123287671,14,"Adolescents",97
"769","Easy",7,3.8513,"How hard did you try?","saturn","Easy 10¢","10¢",12.9753424657534,12,"Children",98
"770","Hard",6,3.8438,"How hard did you try?","moon","Hard 1¢","1¢",12.9753424657534,12,"Children",98
"771","Hard",7,3.883,"How hard did you try?","moon","Hard 10¢","10¢",12.9753424657534,12,"Children",98
"772","Easy",6,3.8548,"How hard did you try?","saturn","Easy 1¢","1¢",12.9753424657534,12,"Children",98
"773","Easy",3,4.5365,"How hard was this galaxy?","saturn","Easy 10¢","10¢",12.9753424657534,12,"Children",98
"774","Hard",3,6.5585,"How hard was this galaxy?","moon","Hard 1¢","1¢",12.9753424657534,12,"Children",98
"775","Hard",4,3.1284,"How hard was this galaxy?","moon","Hard 10¢","10¢",12.9753424657534,12,"Children",98
"776","Easy",3,5.4432,"How hard was this galaxy?","saturn","Easy 1¢","1¢",12.9753424657534,12,"Children",98
"777","Hard",5,3.6018,"How hard did you try?","saturn","Hard 10¢","10¢",16.8027397260274,16,"Adolescents",99
"778","Easy",5,3.2074,"How hard did you try?","moon","Easy 1¢","1¢",16.8027397260274,16,"Adolescents",99
"779","Easy",4,3.8193,"How hard did you try?","moon","Easy 10¢","10¢",16.8027397260274,16,"Adolescents",99
"780","Hard",5,3.5006,"How hard did you try?","saturn","Hard 1¢","1¢",16.8027397260274,16,"Adolescents",99
"781","Hard",4,3.9249,"How hard was this galaxy?","saturn","Hard 10¢","10¢",16.8027397260274,16,"Adolescents",99
"782","Easy",5,1.856,"How hard was this galaxy?","moon","Easy 1¢","1¢",16.8027397260274,16,"Adolescents",99
"783","Easy",5,1.5954,"How hard was this galaxy?","moon","Easy 10¢","10¢",16.8027397260274,16,"Adolescents",99
"784","Hard",4,0.6146,"How hard was this galaxy?","saturn","Hard 1¢","1¢",16.8027397260274,16,"Adolescents",99
"785","Hard",6,5.336,"How hard did you try?","saturn","Hard 10¢","10¢",10.9616438356164,10,"Children",100
"786","Easy",5,3.283,"How hard did you try?","moon","Easy 1¢","1¢",10.9616438356164,10,"Children",100
"787","Easy",6,3.018,"How hard did you try?","moon","Easy 10¢","10¢",10.9616438356164,10,"Children",100
"788","Hard",5,3.115,"How hard did you try?","saturn","Hard 1¢","1¢",10.9616438356164,10,"Children",100
"789","Hard",2,1.353,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.9616438356164,10,"Children",100
"790","Easy",2,0.719,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.9616438356164,10,"Children",100
"791","Easy",2,0.401,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.9616438356164,10,"Children",100
"792","Hard",2,0.399,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.9616438356164,10,"Children",100
"793","Hard",6,6.4044,"How hard did you try?","saturn","Hard 10¢","10¢",15.4082191780822,15,"Adolescents",101
"794","Easy",3,3.84,"How hard did you try?","moon","Easy 1¢","1¢",15.4082191780822,15,"Adolescents",101
"795","Easy",6,3.24,"How hard did you try?","moon","Easy 10¢","10¢",15.4082191780822,15,"Adolescents",101
"796","Hard",3,1.9804,"How hard did you try?","saturn","Hard 1¢","1¢",15.4082191780822,15,"Adolescents",101
"797","Hard",4,13.1663,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.4082191780822,15,"Adolescents",101
"798","Easy",4,2.7615,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.4082191780822,15,"Adolescents",101
"799","Easy",4,0.3766,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.4082191780822,15,"Adolescents",101
"800","Hard",4,0.395,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.4082191780822,15,"Adolescents",101
"801","Easy",6,3.1099,"How hard did you try?","saturn","Easy 10¢","10¢",20.1205479452055,20,"Adults",102
"802","Hard",6,2.97,"How hard did you try?","moon","Hard 1¢","1¢",20.1205479452055,20,"Adults",102
"803","Hard",6,1.0862,"How hard did you try?","moon","Hard 10¢","10¢",20.1205479452055,20,"Adults",102
"804","Easy",6,0.5198,"How hard did you try?","saturn","Easy 1¢","1¢",20.1205479452055,20,"Adults",102
"805","Easy",5,3.3314,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.1205479452055,20,"Adults",102
"806","Hard",5,0.378,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.1205479452055,20,"Adults",102
"807","Hard",5,0.2466,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.1205479452055,20,"Adults",102
"808","Easy",5,0.1947,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.1205479452055,20,"Adults",102
"809","Hard",7,3.6185,"How hard did you try?","saturn","Hard 10¢","10¢",17.0383561643836,17,"Adolescents",103
"810","Easy",6,3.2328,"How hard did you try?","moon","Easy 1¢","1¢",17.0383561643836,17,"Adolescents",103
"811","Easy",7,2.2386,"How hard did you try?","moon","Easy 10¢","10¢",17.0383561643836,17,"Adolescents",103
"812","Hard",7,0.2182,"How hard did you try?","saturn","Hard 1¢","1¢",17.0383561643836,17,"Adolescents",103
"813","Hard",1,1.1285,"How hard was this galaxy?","saturn","Hard 10¢","10¢",17.0383561643836,17,"Adolescents",103
"814","Easy",1,0.0959,"How hard was this galaxy?","moon","Easy 1¢","1¢",17.0383561643836,17,"Adolescents",103
"815","Easy",1,0.2715,"How hard was this galaxy?","moon","Easy 10¢","10¢",17.0383561643836,17,"Adolescents",103
"816","Hard",1,0.1117,"How hard was this galaxy?","saturn","Hard 1¢","1¢",17.0383561643836,17,"Adolescents",103
"817","Easy",6,6.5915,"How hard did you try?","saturn","Easy 10¢","10¢",10.8657534246575,10,"Children",104
"818","Hard",5,3.8175,"How hard did you try?","moon","Hard 1¢","1¢",10.8657534246575,10,"Children",104
"819","Hard",6,3.228,"How hard did you try?","moon","Hard 10¢","10¢",10.8657534246575,10,"Children",104
"820","Easy",5,3.0135,"How hard did you try?","saturn","Easy 1¢","1¢",10.8657534246575,10,"Children",104
"821","Easy",2,5.8015,"How hard was this galaxy?","saturn","Easy 10¢","10¢",10.8657534246575,10,"Children",104
"822","Hard",2,0.8782,"How hard was this galaxy?","moon","Hard 1¢","1¢",10.8657534246575,10,"Children",104
"823","Hard",2,0.5145,"How hard was this galaxy?","moon","Hard 10¢","10¢",10.8657534246575,10,"Children",104
"824","Easy",2,0.4769,"How hard was this galaxy?","saturn","Easy 1¢","1¢",10.8657534246575,10,"Children",104
"825","Hard",7,3.8024,"How hard did you try?","saturn","Hard 10¢","10¢",19.5698630136986,19,"Adults",105
"826","Easy",7,5.6588,"How hard did you try?","moon","Easy 1¢","1¢",19.5698630136986,19,"Adults",105
"827","Easy",7,3.3689,"How hard did you try?","moon","Easy 10¢","10¢",19.5698630136986,19,"Adults",105
"828","Hard",7,2.9708,"How hard did you try?","saturn","Hard 1¢","1¢",19.5698630136986,19,"Adults",105
"829","Hard",2,4.9858,"How hard was this galaxy?","saturn","Hard 10¢","10¢",19.5698630136986,19,"Adults",105
"830","Easy",2,1.5856,"How hard was this galaxy?","moon","Easy 1¢","1¢",19.5698630136986,19,"Adults",105
"831","Easy",2,1.069,"How hard was this galaxy?","moon","Easy 10¢","10¢",19.5698630136986,19,"Adults",105
"832","Hard",2,0.4341,"How hard was this galaxy?","saturn","Hard 1¢","1¢",19.5698630136986,19,"Adults",105
"833","Hard",4,5.6028,"How hard did you try?","saturn","Hard 10¢","10¢",18.2986301369863,18,"Adults",106
"834","Easy",2,1.4088,"How hard did you try?","moon","Easy 1¢","1¢",18.2986301369863,18,"Adults",106
"835","Easy",3,1.6307,"How hard did you try?","moon","Easy 10¢","10¢",18.2986301369863,18,"Adults",106
"836","Hard",5,1.61,"How hard did you try?","saturn","Hard 1¢","1¢",18.2986301369863,18,"Adults",106
"837","Hard",4,8.1761,"How hard was this galaxy?","saturn","Hard 10¢","10¢",18.2986301369863,18,"Adults",106
"838","Easy",3,1.2912,"How hard was this galaxy?","moon","Easy 1¢","1¢",18.2986301369863,18,"Adults",106
"839","Easy",6,2.9926,"How hard was this galaxy?","moon","Easy 10¢","10¢",18.2986301369863,18,"Adults",106
"840","Hard",3,2.9384,"How hard was this galaxy?","saturn","Hard 1¢","1¢",18.2986301369863,18,"Adults",106
"841","Hard",3,11.5166,"How hard did you try?","saturn","Hard 10¢","10¢",11.6191780821918,11,"Children",107
"842","Easy",2,2.7946,"How hard did you try?","moon","Easy 1¢","1¢",11.6191780821918,11,"Children",107
"843","Easy",3,2.6685,"How hard did you try?","moon","Easy 10¢","10¢",11.6191780821918,11,"Children",107
"844","Hard",2,2.0359,"How hard did you try?","saturn","Hard 1¢","1¢",11.6191780821918,11,"Children",107
"845","Hard",1,2.789,"How hard was this galaxy?","saturn","Hard 10¢","10¢",11.6191780821918,11,"Children",107
"846","Easy",1,0.5099,"How hard was this galaxy?","moon","Easy 1¢","1¢",11.6191780821918,11,"Children",107
"847","Easy",1,0.3631,"How hard was this galaxy?","moon","Easy 10¢","10¢",11.6191780821918,11,"Children",107
"848","Hard",1,0.361,"How hard was this galaxy?","saturn","Hard 1¢","1¢",11.6191780821918,11,"Children",107
"849","Easy",7,4.506,"How hard did you try?","saturn","Easy 10¢","10¢",16.8575342465753,16,"Adolescents",108
"850","Hard",6,3.4244,"How hard did you try?","moon","Hard 1¢","1¢",16.8575342465753,16,"Adolescents",108
"851","Hard",7,3.1982,"How hard did you try?","moon","Hard 10¢","10¢",16.8575342465753,16,"Adolescents",108
"852","Easy",6,3.0606,"How hard did you try?","saturn","Easy 1¢","1¢",16.8575342465753,16,"Adolescents",108
"853","Easy",3,1.3303,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.8575342465753,16,"Adolescents",108
"854","Hard",2,2.26,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.8575342465753,16,"Adolescents",108
"855","Hard",3,1.3636,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.8575342465753,16,"Adolescents",108
"856","Easy",4,1.9607,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.8575342465753,16,"Adolescents",108
"857","Hard",4,8.2737,"How hard did you try?","saturn","Hard 10¢","10¢",10.9808219178082,10,"Children",109
"858","Easy",5,6.4467,"How hard did you try?","moon","Easy 1¢","1¢",10.9808219178082,10,"Children",109
"859","Easy",5,7.4031,"How hard did you try?","moon","Easy 10¢","10¢",10.9808219178082,10,"Children",109
"860","Hard",4,4.2889,"How hard did you try?","saturn","Hard 1¢","1¢",10.9808219178082,10,"Children",109
"861","Hard",3,4.9255,"How hard was this galaxy?","saturn","Hard 10¢","10¢",10.9808219178082,10,"Children",109
"862","Easy",2,3.0984,"How hard was this galaxy?","moon","Easy 1¢","1¢",10.9808219178082,10,"Children",109
"863","Easy",3,1.517,"How hard was this galaxy?","moon","Easy 10¢","10¢",10.9808219178082,10,"Children",109
"864","Hard",2,2.3797,"How hard was this galaxy?","saturn","Hard 1¢","1¢",10.9808219178082,10,"Children",109
"865","Easy",6,5.7711,"How hard did you try?","saturn","Easy 10¢","10¢",13.8465753424658,13,"Adolescents",110
"866","Hard",6,3.25,"How hard did you try?","moon","Hard 1¢","1¢",13.8465753424658,13,"Adolescents",110
"867","Hard",6,3.0995,"How hard did you try?","moon","Hard 10¢","10¢",13.8465753424658,13,"Adolescents",110
"868","Easy",6,3.1222,"How hard did you try?","saturn","Easy 1¢","1¢",13.8465753424658,13,"Adolescents",110
"869","Easy",2,2.9133,"How hard was this galaxy?","saturn","Easy 10¢","10¢",13.8465753424658,13,"Adolescents",110
"870","Hard",2,2.451,"How hard was this galaxy?","moon","Hard 1¢","1¢",13.8465753424658,13,"Adolescents",110
"871","Hard",2,2.3021,"How hard was this galaxy?","moon","Hard 10¢","10¢",13.8465753424658,13,"Adolescents",110
"872","Easy",2,2.0608,"How hard was this galaxy?","saturn","Easy 1¢","1¢",13.8465753424658,13,"Adolescents",110
"873","Hard",6,5.9951,"How hard did you try?","saturn","Hard 10¢","10¢",12.558904109589,12,"Children",111
"874","Easy",5,5.5603,"How hard did you try?","moon","Easy 1¢","1¢",12.558904109589,12,"Children",111
"875","Easy",6,5.0273,"How hard did you try?","moon","Easy 10¢","10¢",12.558904109589,12,"Children",111
"876","Hard",5,11.8415,"How hard did you try?","saturn","Hard 1¢","1¢",12.558904109589,12,"Children",111
"877","Hard",2,4.1116,"How hard was this galaxy?","saturn","Hard 10¢","10¢",12.558904109589,12,"Children",111
"878","Easy",3,8.0101,"How hard was this galaxy?","moon","Easy 1¢","1¢",12.558904109589,12,"Children",111
"879","Easy",2,1.6515,"How hard was this galaxy?","moon","Easy 10¢","10¢",12.558904109589,12,"Children",111
"880","Hard",3,1.5833,"How hard was this galaxy?","saturn","Hard 1¢","1¢",12.558904109589,12,"Children",111
"881","Easy",4,12.0643,"How hard did you try?","saturn","Easy 10¢","10¢",17.5671232876712,17,"Adolescents",112
"882","Hard",4,3.1244,"How hard did you try?","moon","Hard 1¢","1¢",17.5671232876712,17,"Adolescents",112
"883","Hard",4,2.8497,"How hard did you try?","moon","Hard 10¢","10¢",17.5671232876712,17,"Adolescents",112
"884","Easy",4,3.0434,"How hard did you try?","saturn","Easy 1¢","1¢",17.5671232876712,17,"Adolescents",112
"885","Easy",3,3.4829,"How hard was this galaxy?","saturn","Easy 10¢","10¢",17.5671232876712,17,"Adolescents",112
"886","Hard",3,2.0831,"How hard was this galaxy?","moon","Hard 1¢","1¢",17.5671232876712,17,"Adolescents",112
"887","Hard",3,1.2348,"How hard was this galaxy?","moon","Hard 10¢","10¢",17.5671232876712,17,"Adolescents",112
"888","Easy",3,1.3479,"How hard was this galaxy?","saturn","Easy 1¢","1¢",17.5671232876712,17,"Adolescents",112
"889","Easy",5,5.4315,"How hard did you try?","saturn","Easy 10¢","10¢",19.4958904109589,19,"Adults",113
"890","Hard",3,3.8431,"How hard did you try?","moon","Hard 1¢","1¢",19.4958904109589,19,"Adults",113
"891","Hard",5,3.7833,"How hard did you try?","moon","Hard 10¢","10¢",19.4958904109589,19,"Adults",113
"892","Easy",3,3.7877,"How hard did you try?","saturn","Easy 1¢","1¢",19.4958904109589,19,"Adults",113
"893","Easy",2,1.4631,"How hard was this galaxy?","saturn","Easy 10¢","10¢",19.4958904109589,19,"Adults",113
"894","Hard",2,0.7591,"How hard was this galaxy?","moon","Hard 1¢","1¢",19.4958904109589,19,"Adults",113
"895","Hard",2,0.5945,"How hard was this galaxy?","moon","Hard 10¢","10¢",19.4958904109589,19,"Adults",113
"896","Easy",2,0.4749,"How hard was this galaxy?","saturn","Easy 1¢","1¢",19.4958904109589,19,"Adults",113
"897","Easy",5,2.9595,"How hard did you try?","saturn","Easy 10¢","10¢",19,19,"Adults",114
"898","Hard",5,0.5122,"How hard did you try?","moon","Hard 1¢","1¢",19,19,"Adults",114
"899","Hard",5,0.3736,"How hard did you try?","moon","Hard 10¢","10¢",19,19,"Adults",114
"900","Easy",5,0.3456,"How hard did you try?","saturn","Easy 1¢","1¢",19,19,"Adults",114
"901","Easy",4,0.8781,"How hard was this galaxy?","saturn","Easy 10¢","10¢",19,19,"Adults",114
"902","Hard",4,0.1948,"How hard was this galaxy?","moon","Hard 1¢","1¢",19,19,"Adults",114
"903","Hard",4,0.1981,"How hard was this galaxy?","moon","Hard 10¢","10¢",19,19,"Adults",114
"904","Easy",4,0.1272,"How hard was this galaxy?","saturn","Easy 1¢","1¢",19,19,"Adults",114
"905","Easy",5,3.9123,"How hard did you try?","saturn","Easy 10¢","10¢",15.9753424657534,15,"Adolescents",115
"906","Hard",5,3.7814,"How hard did you try?","moon","Hard 1¢","1¢",15.9753424657534,15,"Adolescents",115
"907","Hard",5,1.6166,"How hard did you try?","moon","Hard 10¢","10¢",15.9753424657534,15,"Adolescents",115
"908","Easy",5,0.6023,"How hard did you try?","saturn","Easy 1¢","1¢",15.9753424657534,15,"Adolescents",115
"909","Easy",2,1.6655,"How hard was this galaxy?","saturn","Easy 10¢","10¢",15.9753424657534,15,"Adolescents",115
"910","Hard",2,0.5118,"How hard was this galaxy?","moon","Hard 1¢","1¢",15.9753424657534,15,"Adolescents",115
"911","Hard",2,0.309,"How hard was this galaxy?","moon","Hard 10¢","10¢",15.9753424657534,15,"Adolescents",115
"912","Easy",2,0.2765,"How hard was this galaxy?","saturn","Easy 1¢","1¢",15.9753424657534,15,"Adolescents",115
"913","Hard",5,4.2404,"How hard did you try?","saturn","Hard 10¢","10¢",14.4383561643836,14,"Adolescents",116
"914","Easy",2,2.9765,"How hard did you try?","moon","Easy 1¢","1¢",14.4383561643836,14,"Adolescents",116
"915","Easy",5,3.4118,"How hard did you try?","moon","Easy 10¢","10¢",14.4383561643836,14,"Adolescents",116
"916","Hard",2,2.9357,"How hard did you try?","saturn","Hard 1¢","1¢",14.4383561643836,14,"Adolescents",116
"917","Hard",3,3.6216,"How hard was this galaxy?","saturn","Hard 10¢","10¢",14.4383561643836,14,"Adolescents",116
"918","Easy",2,0.7949,"How hard was this galaxy?","moon","Easy 1¢","1¢",14.4383561643836,14,"Adolescents",116
"919","Easy",2,0.7338,"How hard was this galaxy?","moon","Easy 10¢","10¢",14.4383561643836,14,"Adolescents",116
"920","Hard",2,0.6569,"How hard was this galaxy?","saturn","Hard 1¢","1¢",14.4383561643836,14,"Adolescents",116
"921","Easy",7,9.9333,"How hard did you try?","saturn","Easy 10¢","10¢",13.8630136986301,13,"Adolescents",117
"922","Hard",5,6.1052,"How hard did you try?","moon","Hard 1¢","1¢",13.8630136986301,13,"Adolescents",117
"923","Hard",6,6.0042,"How hard did you try?","moon","Hard 10¢","10¢",13.8630136986301,13,"Adolescents",117
"924","Easy",6,13.0579,"How hard did you try?","saturn","Easy 1¢","1¢",13.8630136986301,13,"Adolescents",117
"925","Easy",6,9.1837,"How hard was this galaxy?","saturn","Easy 10¢","10¢",13.8630136986301,13,"Adolescents",117
"926","Hard",5,4.5266,"How hard was this galaxy?","moon","Hard 1¢","1¢",13.8630136986301,13,"Adolescents",117
"927","Hard",7,9.2755,"How hard was this galaxy?","moon","Hard 10¢","10¢",13.8630136986301,13,"Adolescents",117
"928","Easy",6,4.2543,"How hard was this galaxy?","saturn","Easy 1¢","1¢",13.8630136986301,13,"Adolescents",117
"929","Easy",6,7.0944,"How hard did you try?","saturn","Easy 10¢","10¢",16.8986301369863,16,"Adolescents",118
"930","Hard",3,3.9657,"How hard did you try?","moon","Hard 1¢","1¢",16.8986301369863,16,"Adolescents",118
"931","Hard",6,3.9609,"How hard did you try?","moon","Hard 10¢","10¢",16.8986301369863,16,"Adolescents",118
"932","Easy",4,3.5591,"How hard did you try?","saturn","Easy 1¢","1¢",16.8986301369863,16,"Adolescents",118
"933","Easy",4,3.5507,"How hard was this galaxy?","saturn","Easy 10¢","10¢",16.8986301369863,16,"Adolescents",118
"934","Hard",4,2.6811,"How hard was this galaxy?","moon","Hard 1¢","1¢",16.8986301369863,16,"Adolescents",118
"935","Hard",4,2.5686,"How hard was this galaxy?","moon","Hard 10¢","10¢",16.8986301369863,16,"Adolescents",118
"936","Easy",4,2.4947,"How hard was this galaxy?","saturn","Easy 1¢","1¢",16.8986301369863,16,"Adolescents",118
"937","Easy",6,5.4155,"How hard did you try?","saturn","Easy 10¢","10¢",12.4246575342466,12,"Children",119
"938","Hard",6,1.6516,"How hard did you try?","moon","Hard 1¢","1¢",12.4246575342466,12,"Children",119
"939","Hard",6,0.8142,"How hard did you try?","moon","Hard 10¢","10¢",12.4246575342466,12,"Children",119
"940","Easy",6,2.1871,"How hard did you try?","saturn","Easy 1¢","1¢",12.4246575342466,12,"Children",119
"941","Easy",4,3.9982,"How hard was this galaxy?","saturn","Easy 10¢","10¢",12.4246575342466,12,"Children",119
"942","Hard",2,1.2404,"How hard was this galaxy?","moon","Hard 1¢","1¢",12.4246575342466,12,"Children",119
"943","Hard",4,0.7008,"How hard was this galaxy?","moon","Hard 10¢","10¢",12.4246575342466,12,"Children",119
"944","Easy",2,0.8456,"How hard was this galaxy?","saturn","Easy 1¢","1¢",12.4246575342466,12,"Children",119
"945","Easy",5,12.9742,"How hard did you try?","saturn","Easy 10¢","10¢",20.5232876712329,20,"Adults",120
"946","Hard",4,3.4259,"How hard did you try?","moon","Hard 1¢","1¢",20.5232876712329,20,"Adults",120
"947","Hard",5,2.9411,"How hard did you try?","moon","Hard 10¢","10¢",20.5232876712329,20,"Adults",120
"948","Easy",4,1.0814,"How hard did you try?","saturn","Easy 1¢","1¢",20.5232876712329,20,"Adults",120
"949","Easy",1,2.9233,"How hard was this galaxy?","saturn","Easy 10¢","10¢",20.5232876712329,20,"Adults",120
"950","Hard",1,1.6735,"How hard was this galaxy?","moon","Hard 1¢","1¢",20.5232876712329,20,"Adults",120
"951","Hard",1,0.726,"How hard was this galaxy?","moon","Hard 10¢","10¢",20.5232876712329,20,"Adults",120
"952","Easy",1,0.6137,"How hard was this galaxy?","saturn","Easy 1¢","1¢",20.5232876712329,20,"Adults",120
"953","Easy",4,155.1807,"How hard did you try?","saturn","Easy 10¢","10¢",10.2520547945205,10,"Children",121
"954","Hard",3,7.9003,"How hard did you try?","moon","Hard 1¢","1¢",10.2520547945205,10,"Children",121
"955","Hard",2,7.985,"How hard did you try?","moon","Hard 10¢","10¢",10.2520547945205,10,"Children",121
"956","Easy",3,6.831,"How hard did you try?","saturn","Easy 1¢","1¢",10.2520547945205,10,"Children",121
"957","Easy",3,7.4346,"How hard was this galaxy?","saturn","Easy 10¢","10¢",10.2520547945205,10,"Children",121
"958","Hard",3,7.0401,"How hard was this galaxy?","moon","Hard 1¢","1¢",10.2520547945205,10,"Children",121
"959","Hard",3,3.3705,"How hard was this galaxy?","moon","Hard 10¢","10¢",10.2520547945205,10,"Children",121
"960","Easy",3,2.7925,"How hard was this galaxy?","saturn","Easy 1¢","1¢",10.2520547945205,10,"Children",121
"961","Hard",6,8.213,"How hard did you try?","saturn","Hard 10¢","10¢",15.2438356164384,15,"Adolescents",122
"962","Easy",4,6.655,"How hard did you try?","moon","Easy 1¢","1¢",15.2438356164384,15,"Adolescents",122
"963","Easy",6,4.056,"How hard did you try?","moon","Easy 10¢","10¢",15.2438356164384,15,"Adolescents",122
"964","Hard",4,3.229,"How hard did you try?","saturn","Hard 1¢","1¢",15.2438356164384,15,"Adolescents",122
"965","Hard",4,6.199,"How hard was this galaxy?","saturn","Hard 10¢","10¢",15.2438356164384,15,"Adolescents",122
"966","Easy",3,3.775,"How hard was this galaxy?","moon","Easy 1¢","1¢",15.2438356164384,15,"Adolescents",122
"967","Easy",4,1.657,"How hard was this galaxy?","moon","Easy 10¢","10¢",15.2438356164384,15,"Adolescents",122
"968","Hard",3,0.854,"How hard was this galaxy?","saturn","Hard 1¢","1¢",15.2438356164384,15,"Adolescents",122
"969","Hard",6,6.3828,"How hard did you try?","saturn","Hard 10¢","10¢",18.8465753424658,18,"Adults",123
